SIZE,TIME(microseconds),FLAG
100,194,0
200,4544,0
300,9913,0
400,14376,0
500,28669,0
700,69443,0
1000,201570,0
2000,1868142,0
3000,7516908,0
4000,17323819,0
5000,32505767,0
6000,55269779,0
7000,87576727,0
8000,130536592,0
9000,185559181,0
10000,253265021,0
11000,335486851,0
12000,437443783,0
13000,557668529,0
14000,694521722,0
15000,854851324,0
16000,1030681299,0
17000,1242303373,0
18000,1485329826,0
19000,1742643215,0
20000,2048732487,0
