SIZE,TIME(microseconds),FLAG
100,534,0
200,4355,0
300,15102,0
400,38064,0
500,73640,0
700,227995,0
1000,515737,0
2000,4967744,0
3000,16754537,0
4000,40019646,0
5000,77977601,0
6000,135003444,0
7000,214622436,0
8000,319535207,0
9000,456894645,0
10000,626451935,0
11000,831423275,0
12000,1083985560,0
13000,1378954710,0
14000,1721774632,0
15000,2137728549,0
16000,2601777057,0
17000,3083214903,0
18000,3660423522,0
19000,4307382724,0
20000,5027056445,0
